Freq	S11_real	S11_imag	S21_real	S21_imag	S12_real	S12_imag	S22_real	S22_imag
4.96	-13.593143	26.035657	-0.401291449	113.558291	-0.401288598	113.558006	-13.593802	26.0860678
4.98	-13.7040321	25.039878	-0.396149695	112.556999	-0.396147509	112.556702	-13.7046501	25.0906506
5	-13.8195076	24.0430906	-0.39094283	111.554103	-0.390941387	111.553793	-13.820077	24.0942107
5.02	-13.9397402	23.0453165	-0.385677188	110.549574	-0.385676562	110.549252	-13.9402534	23.096765
5.04	-14.064912	22.046581	-0.380359278	109.543387	-0.380359541	109.543053	-14.0653612	22.0983341
5.06	-14.1952172	21.0469135	-0.374995782	108.535515	-0.374997001	108.535171	-14.1955946	21.098942
5.08	-14.3308636	20.0463476	-0.369593549	107.525935	-0.369595791	107.525579	-14.3311614	20.0986168
5.1	-14.4720736	19.0449219	-0.364159599	106.514622	-0.364162923	106.514257	-14.4722838	19.0973912
5.12	-14.6190854	18.04268	-0.358701111	105.501555	-0.358705574	105.501181	-14.6192002	18.0953028
5.14	-14.7721553	17.0396715	-0.353225426	104.486713	-0.353231078	104.48633	-14.7721667	17.0923945
5.16	-14.9315587	16.0359526	-0.34774004	103.470077	-0.347746926	103.469685	-14.931459	16.0887156
5.18	-15.0975926	15.0315865	-0.342252599	102.451627	-0.342260759	102.451228	-15.0973741	15.084322
5.2	-15.2705778	14.0266446	-0.336770898	101.431347	-0.336780366	101.430942	-15.2702329	14.0792772
5.22	-15.4508614	13.0212074	-0.331302874	100.409222	-0.331313675	100.408811	-15.4503827	13.0736532
5.24	-15.63882	12.0153658	-0.325856599	99.3852379	-0.325868754	99.3848221	-15.6382005	12.0675319
5.26	-15.834863	11.0092222	-0.32044028	98.3593812	-0.3204538	98.3589615	-15.8340957	11.0610059
5.28	-16.0394366	10.0028924	-0.315062247	97.3316415	-0.315077137	97.3312187	-16.038515	10.0541806
5.3	-16.2530284	8.99650727	-0.309730954	96.3020092	-0.30974721	96.3015844	-16.2519463	9.04717555
5.32	-16.4761726	7.99021548	-0.304454966	95.2704765	-0.304472576	95.2700506	-16.4749242	8.04012675
5.34	-16.7094564	6.98418588	-0.299242958	94.2370373	-0.2992619	94.2366112	-16.7080365	7.03318944
5.36	-16.953527	5.97861105	-0.294103702	93.2016871	-0.294123948	93.2012619	-16.951931	6.02654107
5.38	-17.2091006	4.97371136	-0.289046068	92.1644233	-0.289067579	92.1639999	-17.2073245	5.0203852
5.4	-17.476972	3.96973994	-0.284079008	91.1252449	-0.284101738	91.1248243	-17.4750125	4.01495613
5.42	-17.7580271	2.96698888	-0.279211555	90.0841529	-0.279235446	90.0837362	-17.7558817	3.01052476
5.44	-18.0532571	1.9657969	-0.274452809	89.04115	-0.274477796	89.0407381	-18.0509246	2.00740567
5.46	-18.3637766	0.966558977	-0.269811934	87.996241	-0.269837942	87.995835	-18.3612566	1.00596622
5.48	-18.6908441	0.030261495	-0.265298145	86.9494325	-0.265325089	86.9490333	-18.6881377	0.006637881
5.5	-19.0358889	-1.02411712	-0.2609207	85.900733	-0.260948487	85.9003416	-19.0329986	-0.990069187
5.52	-19.4005431	-2.0143564	-0.256688891	84.8501531	-0.256717418	84.8497705	-19.3974733	-1.98354734
5.54	-19.7866821	-3.00019749	-0.252612035	83.7977055	-0.252641189	83.7973326	-19.7834394	-2.97306687
5.56	-20.1964759	-3.98069342	-0.24869946	82.7434049	-0.248729122	82.7430425	-20.1930693	-3.95774355
5.58	-20.632454	-4.95468546	-0.244960501	81.6872679	-0.244990541	81.686917	-20.6288957	-4.93649497
5.6	-21.09759	-5.92073962	-0.241404482	80.6293134	-0.241434762	80.6289749	-21.093896	-5.90798116
5.62	-21.5954121	-6.87705858	-0.238040711	79.5695624	-0.238071086	79.569237	-21.5916033	-6.87052228
5.64	-22.1301502	-7.82135743	-0.234878466	78.508038	-0.234908781	78.5077264	-22.1262538	-7.82198226
5.66	-22.7069362	-8.75068428	-0.231926981	77.4447655	-0.231957076	77.4444684	-22.7029872	-8.75960112
5.68	-23.3320791	-9.66115526	-0.229195441	76.3797722	-0.229225147	76.3794904	-23.3281236	-9.67974692
5.7	-24.0134562	-10.547552	-0.226692963	75.3130878	-0.226722105	75.3128218	-24.009555	-10.5775391
5.72	-24.7610792	-11.4026903	-0.224428587	74.244744	-0.224456985	74.2444944	-24.7573142	-11.4462573
5.74	-25.587942	-12.2163929	-0.222411263	73.1747749	-0.22243873	73.1745421	-25.5844261	-12.2763796
5.76	-26.5113346	-12.9737431	-0.220649838	72.1032165	-0.220676183	72.1030011	-26.5082282	-13.0539461
5.78	-27.5549694	-13.6519538	-0.219153045	71.0301073	-0.219178072	71.0299095	-27.5525094	-13.757624
5.8	-28.7526036	-14.2143815	-0.217929488	69.9554877	-0.217952997	69.9553078	-28.7511586	-14.3530917
5.82	-30.154627	-14.5981061	-0.216987628	68.8794004	-0.217009417	68.8792386	-30.1548104	-14.7813748
5.84	-31.841074	-14.6852821	-0.216335775	67.8018902	-0.216355638	67.8017466	-31.844006	-14.9319011
5.86	-33.9503174	-14.2267889	-0.215982067	66.7230041	-0.215999798	66.7228788	-33.9583367	-14.5705183
5.88	-36.752747	-12.5911735	-0.215934465	65.6427911	-0.215949855	65.6426841	-36.7718623	-13.101775
5.9	-40.8857108	-7.60439698	-0.216200733	64.5613024	-0.216213575	64.5612136	-40.9381681	-8.45937724
5.92	-48.2030423	14.7028511	-0.21678843	63.4785912	-0.216798516	63.4785204	-48.4635513	13.1085622
5.94	-48.7611098	112.175309	-0.217704892	62.3947127	-0.217712016	62.3946595	-48.966858	114.487757
5.96	-41.114123	137.217785	-0.218957224	61.309724	-0.218961182	61.3096883	-41.1235271	138.393525
5.98	-36.8077028	142.572052	-0.220552284	60.2236844	-0.220552874	60.2236656	-36.7977272	143.33332
6	-33.8933555	144.313235	-0.22249667	59.1366549	-0.222493696	59.1366525	-33.8791068	144.886005
6.02	-31.6959334	144.813234	-0.22479648	58.0486972	-0.224789749	58.0487107	-31.680361	145.279351
6.04	-29.9323166	144.744462	-0.227457885	56.9598767	-0.227447209	56.9599054	-29.9162537	145.141901
6.06	-28.4592005	144.368433	-0.230486634	55.8702597	-0.230471833	55.8703027	-28.4429288	144.717774
6.08	-27.1941875	143.807815	-0.233888171	54.7799142	-0.233869071	54.7799708	-27.1778103	144.121419
6.1	-26.0856205	143.127724	-0.23766762	53.6889099	-0.237644054	53.6889791	-26.0691755	143.413579
6.12	-25.099004	142.365928	-0.241829776	52.5973178	-0.241801588	52.5973988	-25.0825033	142.629483
6.14	-24.2101685	141.545844	-0.246379093	51.5052108	-0.246346134	51.5053024	-24.1936145	141.790977
6.16	-23.4015271	140.682771	-0.251319674	50.4126627	-0.251281806	50.4127638	-23.3849188	140.912337
6.18	-22.6598851	139.787134	-0.256655262	49.319749	-0.256612359	49.3198584	-22.6432212	140.003293
6.2	-21.9750913	138.86629	-0.262389231	48.2265462	-0.262341176	48.2266627	-21.9583711	139.070712
6.22	-21.3391689	137.925584	-0.268524573	47.1331319	-0.268471264	47.1332542	-21.3223929	138.119588
6.24	-20.7457364	136.969	-0.275063897	46.039585	-0.275005244	46.0397117	-20.7289063	137.153645
6.26	-20.1896084	135.999572	-0.282009416	44.9459851	-0.281945342	44.9461149	-20.1727272	136.175721
6.28	-19.6665146	135.019656	-0.289362942	43.8524128	-0.289293383	43.8525442	-19.6495865	135.188022
6.3	-19.1728966	134.031115	-0.297125877	42.7589495	-0.297050785	42.7590809	-19.1559266	134.192294
6.32	-18.7057572	133.035443	-0.305299211	41.6656771	-0.305218553	41.6658072	-18.6887514	133.189939
6.34	-18.2625489	132.033856	-0.313883516	40.5726782	-0.313797273	40.5728054	-18.2455142	132.182099
6.36	-17.8410879	131.027357	-0.322878937	39.480036	-0.322787106	39.4801586	-17.8240317	131.169719
6.38	-17.4394877	130.016782	-0.332285194	38.3878337	-0.332187789	38.3879502	-17.4224181	130.153587
6.4	-17.0561076	129.002839	-0.342101578	37.296155	-0.341998627	37.2962639	-17.039033	129.134372
6.42	-16.6895115	127.986127	-0.352326943	36.2050839	-0.352218492	36.2051835	-16.6724409	128.112642
6.44	-16.3384353	126.967166	-0.362959712	35.114704	-0.362845823	35.1147928	-16.3213778	127.088889
6.46	-16.0017602	125.946405	-0.373997871	34.0250993	-0.373878622	34.0251757	-15.9847251	126.063541
6.48	-15.6784912	124.924238	-0.38543897	32.9363534	-0.385314456	32.9364159	-15.6614881	125.036974
6.5	-15.3677393	123.901012	-0.397280124	31.8485496	-0.397150457	31.8485966	-15.3507779	124.00952
6.52	-15.0687071	122.877035	-0.409518014	30.7617709	-0.409383319	30.7618009	-15.051797	122.981475
6.54	-14.7806761	121.852585	-0.422148888	29.6760998	-0.422009309	29.6761114	-14.7638269	121.953104
6.56	-14.5029968	120.827909	-0.435168564	28.5916183	-0.43502426	28.59161	-14.4862182	120.924649
6.58	-14.23508	119.803232	-0.448572434	27.5084074	-0.448423579	27.508378	-14.2183814	119.896325
6.6	-13.9763894	118.778761	-0.462355466	26.4265478	-0.462202249	26.4264958	-13.9597802	118.868332
6.62	-13.7264354	117.754681	-0.476512212	25.3461188	-0.476354835	25.346043	-13.7099246	117.840852
6.64	-13.4847697	116.731165	-0.491036807	24.267199	-0.490875489	24.2670982	-13.4683662	116.814052
6.66	-13.2509805	115.708371	-0.505922983	23.1898658	-0.505757954	23.1897389	-13.2346931	115.788087
6.68	-13.0246889	114.686446	-0.521164069	22.1141955	-0.520995571	22.1140415	-13.008526	114.763101
6.7	-12.8055454	113.665525	-0.536752999	21.0402631	-0.536581289	21.0400809	-12.7895149	113.739226
6.72	-12.5932263	112.645736	-0.552682322	19.968142	-0.552507666	19.9679309	-12.5773361	112.716587
6.74	-12.3874317	111.627195	-0.568944209	18.8979045	-0.568766883	18.8976636	-12.3716891	111.695299
6.76	-12.1878831	110.610013	-0.585530457	17.8296211	-0.585350748	17.8293498	-12.1722951	110.67547
6.78	-11.9943211	109.594292	-0.602432507	16.7633609	-0.60225071	16.7630586	-11.9788943	109.657202
6.8	-11.8065037	108.580129	-0.619641444	15.699191	-0.619457863	15.6988573	-11.7912441	108.640589
6.82	-11.6242047	107.567612	-0.637148014	14.637177	-0.636962957	14.6368115	-11.6091182	107.625719
6.84	-11.4472125	106.556827	-0.654942628	13.5773826	-0.654756411	13.576985	-11.4323043	106.612676
6.86	-11.2753285	105.547851	-0.673015377	12.5198694	-0.672828321	12.5194396	-11.2606034	105.601536
6.88	-11.1083662	104.540758	-0.691356041	11.4646972	-0.691168469	11.4642352	-11.0938287	104.592373
6.9	-10.9461502	103.535618	-0.709954099	10.4119238	-0.709766339	10.4114296	-10.9318041	103.585253
6.92	-10.7885152	102.532493	-0.728798743	9.36160475	-0.728611122	9.36107858	-10.7743638	102.58024
6.94	-10.6353052	101.531444	-0.747878886	8.3137935	-0.747691732	8.31323573	-10.6213515	101.577392
6.96	-10.4863728	100.532526	-0.767183175	7.26854133	-0.766996815	7.26795241	-10.4726192	100.576762
6.98	-10.3415785	99.5357898	-0.786700003	6.22589727	-0.786514765	6.22527776	-10.3280269	99.5784023
7	-10.2007902	98.5412834	-0.806417522	5.18590804	-0.806233727	5.18525863	-10.1874422	98.5823572
7.02	-10.0638828	97.5490498	-0.826323651	4.14861802	-0.826141618	4.14793952	-10.0507392	97.588669
7.04	-9.93073712	96.5591288	-0.846406091	3.11406925	-0.846226134	3.11336257	-9.91779853	96.5973759
7.06	-9.80124023	95.5715563	-0.866652338	2.08230134	-0.866474764	2.08156752	-9.78850662	95.6085122
7.08	-9.67528449	94.5863647	-0.887049691	1.05335148	-0.886874799	1.05259167	-9.66275542	94.6221087
7.1	-9.55276745	93.6035829	-0.907585265	0.027254404	-0.907413346	0.026469862	-9.54044202	93.6381924
7.12	-9.43359142	92.6232362	-0.928246006	-0.995957638	-0.928077341	-0.996765557	-9.42146826	92.656787
7.14	-9.3176632	91.6453468	-0.949018699	-2.0162549	-0.948853559	-2.01708474	-9.30574052	91.6779125
7.16	-9.20489377	90.6699334	-0.96988998	-3.03361016	-0.969728624	-3.03446035	-9.19316936	90.7015856
7.18	-9.09519809	89.6970113	-0.990846349	-4.04799873	-0.990689023	-4.04886763	-9.0836693	89.7278196
7.2	-8.9884948	88.7265928	-1.01187418	-5.05939847	-1.01172112	-5.06028433	-8.9771586	88.7566245
7.22	-8.88470606	87.7586869	-1.03295974	-6.0677898	-1.03281115	-6.0686908	-8.87355903	87.788007
7.24	-8.78375733	86.7932995	-1.05408917	-7.07315571	-1.05394527	-7.07406994	-8.77279567	86.8219707
7.26	-8.68557718	85.8304333	-1.07524855	-8.07548175	-1.07510952	-8.07640725	-8.67479674	85.8585159
7.28	-8.59009715	84.8700881	-1.09642385	-9.07475606	-1.09628986	-9.07569079	-8.57949345	84.8976398
7.3	-8.49725156	83.9122606	-1.11760098	-10.0709694	-1.11747219	-10.0719112	-8.48681979	83.9393365
7.32	-8.40697743	82.9569444	-1.1387658	-11.0641149	-1.13864234	-11.0650618	-8.39671247	82.9835972
7.34	-8.31921427	82.0041303	-1.1599041	-12.0541886	-1.15978608	-12.0551383	-8.30911074	82.0304098
7.36	-8.23390403	81.0538062	-1.18100162	-13.0411889	-1.18088914	-13.0421392	-8.22395626	81.0797595
7.38	-8.15099095	80.1059571	-1.2020441	-14.0251168	-1.20193724	-14.0260654	-8.14119303	80.1316285
7.4	-8.07042148	79.1605651	-1.22301722	-15.0059759	-1.22291604	-15.0069205	-8.06076728	79.1859961
7.42	-7.99214416	78.2176095	-1.24390668	-15.9837723	-1.2438112	-15.9847107	-7.98262734	78.2428388
7.44	-7.91610956	77.2770669	-1.26469813	-16.9585147	-1.26460838	-16.9594445	-7.90672359	77.3021303
7.46	-7.84227019	76.338911	-1.28537727	-17.9302143	-1.28529324	-17.9311333	-7.83300837	76.3638413
7.48	-7.77058041	75.403113	-1.30592978	-18.8988849	-1.30585145	-18.8997907	-7.76143589	75.4279402
7.5	-7.70099638	74.4696412	-1.32634137	-19.8645427	-1.32626868	-19.8654332	-7.69196219	74.4943923
7.52	-7.633476	73.5384615	-1.34659776	-20.8272067	-1.34653065	-20.8280796	-7.62454505	73.5631605
7.54	-7.56797883	72.6095369	-1.36668472	-21.786898	-1.36662311	-21.7877511	-7.55914395	72.634205
7.56	-7.50446604	71.6828281	-1.38658807	-22.7436406	-1.38653185	-22.7444718	-7.49572001	71.7074835
7.58	-7.4429004	70.7582929	-1.40629365	-23.6974607	-1.40624269	-23.6982679	-7.43423591	70.7829509
7.6	-7.38324616	69.835887	-1.42578738	-24.6483871	-1.42574153	-24.6491682	-7.3746559	69.8605599
7.62	-7.32546908	68.9155631	-1.44505523	-25.5964511	-1.44501432	-25.5972042	-7.31694571	68.9402605
7.64	-7.26953633	67.997272	-1.46408324	-26.5416863	-1.46404708	-26.5424096	-7.26107253	68.0220004
7.66	-7.2154165	67.0809615	-1.48285753	-27.4841291	-1.48282593	-27.4848208	-7.20700498	67.1057248
7.68	-7.16307955	66.1665773	-1.5013643	-28.423818	-1.50133703	-28.4244763	-7.15471306	66.1913765
7.7	-7.11249678	65.2540627	-1.51958983	-29.3607942	-1.51956665	-29.3614175	-7.10416812	65.278896
7.72	-7.06364078	64.3433585	-1.53752051	-30.295101	-1.53750117	-30.295688	-7.05534284	64.3682215
7.74	-7.01648545	63.4344034	-1.55514282	-31.2267846	-1.55512706	-31.2273338	-7.00821121	63.4592889
7.76	-6.97100594	62.5271334	-1.57244335	-32.1558933	-1.57243088	-32.1564035	-6.96274849	62.5520318
7.78	-6.92717865	61.6214825	-1.58940881	-33.0824779	-1.58939933	-33.082948	-6.91893121	61.6463814
7.8	-6.88498119	60.7173823	-1.60602601	-34.0065916	-1.60601923	-34.0070207	-6.87673713	60.7422671
7.82	-6.84439239	59.8147624	-1.62228191	-34.9282902	-1.62227752	-34.9286774	-6.83614522	59.8396157
7.84	-6.80539227	58.9135497	-1.6381636	-35.8476318	-1.63816125	-35.8479764	-6.79713568	58.9383521
7.86	-6.76796204	58.0136692	-1.65365828	-36.7646768	-1.65365767	-36.7649783	-6.75968989	58.0383988
7.88	-6.73208406	57.1150438	-1.66875334	-37.6794882	-1.66875411	-37.6797463	-6.72379041	57.1396765
7.9	-6.69774185	56.217594	-1.68343628	-38.5921315	-1.68343809	-38.592346	-6.68942099	56.2421036
7.92	-6.66492012	55.3212381	-1.69769478	-39.5026744	-1.6976973	-39.5028452	-6.65656654	55.3455963
7.94	-6.6336047	54.4258925	-1.71151669	-40.4111873	-1.71151957	-40.4113145	-6.62521312	54.4500689
7.96	-6.60378256	53.5314712	-1.72489003	-41.3177428	-1.72489292	-41.3178266	-6.59534795	53.5554337
7.98	-6.57544184	52.6378863	-1.73780298	-42.2224161	-1.73780554	-42.2224571	-6.56695942	52.6616008
8	-6.54857181	51.7450477	-1.75024394	-43.1252848	-1.75024582	-43.1252836	-6.54003705	51.7684784
8.02	-6.52315381	50.852832	-1.76220405	-44.0264499	-1.76220493	-44.0264072	-6.51456246	50.875942
8.04	-6.49918828	49.9611766	-1.77366964	-44.9259727	-1.77366919	-44.9258894	-6.49053636	49.9839267
8.06	-6.47666795	49.0699849	-1.78462971	-45.8239382	-1.78462761	-45.8238155	-6.46795175	49.0923346
8.08	-6.4555867	48.1791586	-1.79507347	-46.7204339	-1.79506941	-46.720273	-6.44680282	48.201066
8.1	-6.43593959	47.2885973	-1.80499037	-47.6155499	-1.80498406	-47.6153522	-6.42708492	47.3100189
8.12	-6.41772286	46.3981982	-1.8143701	-48.5093786	-1.81436126	-48.5091457	-6.40879458	46.4190896
8.14	-6.40093395	45.5078568	-1.82320259	-49.4020151	-1.82319095	-49.4017488	-6.39192953	45.5281723
8.16	-6.38557148	44.6174665	-1.83147804	-50.2935571	-1.83146335	-50.293259	-6.37648872	44.6371593
8.18	-6.37163533	43.7269184	-1.83918693	-51.1841045	-1.83916897	-51.1837768	-6.36247232	43.7459408
8.2	-6.35912657	42.8361017	-1.84632001	-52.0737601	-1.84629856	-52.0734047	-6.34988174	42.8544051
8.22	-6.34804758	41.9449036	-1.85286833	-52.962629	-1.8528432	-52.9622483	-6.33871964	41.9624386
8.24	-6.33840199	41.0532092	-1.85882324	-53.8508191	-1.85879427	-53.8504152	-6.32898999	41.0699255
8.26	-6.33019474	40.1609015	-1.86417642	-54.7384406	-1.86414347	-54.738016	-6.32069802	40.1767484
8.28	-6.32343211	39.2678614	-1.86891988	-55.6256064	-1.86888283	-55.6251636	-6.31385034	39.2827875
8.3	-6.31812173	38.3739678	-1.87304597	-56.512432	-1.87300475	-56.5119734	-6.30845489	38.3879213
8.32	-6.31427262	37.4790975	-1.87654743	-57.3990352	-1.87650196	-57.3985635	-6.30452099	37.4920261
8.34	-6.31189523	36.5831252	-1.87941734	-58.2855367	-1.87936759	-58.2850545	-6.30205941	36.5949764
8.36	-6.31100145	35.6859237	-1.88164919	-59.1720596	-1.88159517	-59.1715695	-6.30108234	35.6966445
8.38	-6.31160469	34.7873635	-1.88323688	-60.0587294	-1.88317861	-60.0582341	-6.30160348	34.7969008
8.4	-6.31371988	33.8873129	-1.88417474	-60.9456743	-1.88411227	-60.9451765	-6.30363807	33.8956136
8.42	-6.31736354	32.9856385	-1.88445752	-61.8330249	-1.88439094	-61.8325272	-6.30720291	32.9926493
8.44	-6.32255381	32.0822044	-1.88408046	-62.7209143	-1.88400988	-62.7204193	-6.31231644	32.0878719
8.46	-6.32931052	31.1768727	-1.88303924	-63.6094781	-1.88296482	-63.6089883	-6.31899875	31.1811438
8.48	-6.33765523	30.2695035	-1.88133008	-64.4988543	-1.88125199	-64.4983722	-6.32727167	30.272325
8.5	-6.34761128	29.3599546	-1.87894969	-65.3891832	-1.87886812	-65.3887111	-6.33715882	29.3612734
8.52	-6.35920388	28.4480817	-1.87589531	-66.2806075	-1.87581049	-66.2801478	-6.34868565	28.4478449
8.54	-6.37246014	27.5337384	-1.87216474	-67.1732723	-1.87207694	-67.1728271	-6.36187953	27.5318932
8.56	-6.38740918	26.616776	-1.86775636	-68.0673248	-1.86766586	-68.0668961	-6.37676979	26.61327
8.58	-6.40408215	25.6970437	-1.86266915	-68.9629144	-1.86257625	-68.9625041	-6.39338783	25.6918246
8.6	-6.42251237	24.7743885	-1.8569027	-69.8601927	-1.85680771	-69.8598025	-6.41176717	24.7674043
8.62	-6.44273537	23.8486552	-1.85045722	-70.7593132	-1.8503605	-70.7589446	-6.43194356	23.839854
8.64	-6.46478902	22.9196864	-1.8433336	-71.6604315	-1.84323552	-71.6600859	-6.45395504	22.9090167
8.66	-6.48871358	21.9873224	-1.8355334	-72.563705	-1.83543433	-72.5633835	-6.47784206	21.9747328
8.68	-6.51455183	21.0514013	-1.82705889	-73.4692929	-1.82695921	-73.4689964	-6.50364756	21.0368406
8.7	-6.54234919	20.1117588	-1.81791305	-74.377356	-1.81781317	-74.3770853	-6.53141712	20.095176
8.72	-6.57215381	19.1682286	-1.8080996	-75.2880569	-1.80799992	-75.2878123	-6.56119902	19.1495727
8.74	-6.60401672	18.2206417	-1.79762304	-76.2015593	-1.79752397	-76.2013411	-6.59304442	18.1998619
8.76	-6.63799194	17.2688272	-1.78648864	-77.1180284	-1.78639059	-77.1178367	-6.62700745	17.2458723
8.78	-6.67413666	16.3126115	-1.77470249	-78.0376306	-1.77460586	-78.037465	-6.66314538	16.2874305
8.8	-6.71251134	15.3518188	-1.76227148	-78.9605332	-1.76217668	-78.9603934	-6.70151876	15.3243602
8.82	-6.75317992	14.3862707	-1.74920338	-79.8869046	-1.74911078	-79.8867897	-6.7421916	14.3564828
8.84	-6.79620999	13.4157866	-1.73550678	-80.8169136	-1.73541677	-80.8168227	-6.78523152	13.383617
8.86	-6.84167294	12.4401832	-1.7211912	-81.7507298	-1.72110413	-81.7506618	-6.83070996	12.4055788
8.88	-6.88964422	11.4592746	-1.70626703	-82.6885231	-1.70618323	-82.6884765	-6.87870236	11.4221816
8.9	-6.94020351	10.4728724	-1.69074558	-83.6304634	-1.69066537	-83.6304367	-6.92928843	10.4332357
8.92	-6.99343498	9.48078548	-1.6746391	-84.576721	-1.67456276	-84.5767122	-6.9825523	9.43854863
8.94	-7.04942754	8.48281989	-1.65796078	-85.5274654	-1.65788857	-85.5274728	-7.03858286	8.43792486
8.96	-7.10827509	7.47877879	-1.64072479	-86.4828663	-1.64065692	-86.4828876	-7.09747398	7.4311656
8.98	-7.17007687	6.46846234	-1.62294624	-87.4430922	-1.62288291	-87.4431253	-7.1593248	6.41806875
9	-7.23493771	5.45166751	-1.60464128	-88.4083111	-1.60458263	-88.4083535	-7.22424011	5.39842864
9.02	-7.30296841	4.42818796	-1.585827	-89.3786897	-1.58577316	-89.3787391	-7.29233061	4.37203589
9.04	-7.37428613	3.39781382	-1.56652155	-90.3543936	-1.56647258	-90.3544475	-7.36371337	3.3386771
9.06	-7.44901478	2.36033142	-1.54674406	-91.3355867	-1.54669999	-91.3356424	-7.43851218	2.29813461
9.08	-7.52728544	1.31552306	-1.52651471	-92.322431	-1.52647552	-92.3224861	-7.51685802	1.25018613
9.1	-7.6092369	0.263166635	-1.50585469	-93.3150866	-1.50582032	-93.3151385	-7.59888953	0.194604394
9.12	-7.69501614	-0.796964724	-1.48478623	-94.3137113	-1.48475659	-94.3137576	-7.68475359	-0.868843341
9.14	-7.78477895	-1.86510313	-1.4633326	-95.3184603	-1.46330756	-95.3184986	-7.77460583	-1.94039579
9.16	-7.87869054	-2.94148647	-1.44151813	-96.3294859	-1.44149749	-96.329514	-7.86861133	-3.02029828
9.18	-7.97692624	-4.02635904	-1.41936815	-97.3469375	-1.41935171	-97.3469532	-7.96694531	-4.10880345
9.2	-8.07967232	-5.11997231	-1.39690906	-98.3709611	-1.39689656	-98.3709625	-8.06979389	-5.20617212
9.22	-8.18712677	-6.22258579	-1.37416831	-99.4016991	-1.37415947	-99.4016844	-8.17735496	-6.31267426
9.24	-8.29950034	-7.33446809	-1.35117437	-100.43929	-1.35116886	-100.439258	-8.28983916	-7.42859018
9.26	-8.41700606	-8.45589889	-1.32795883	-101.483866	-1.32795633	-101.483815	-8.40745946	-8.5542125
9.28	-8.53989448	-9.58716725	-1.30455009	-102.535559	-1.30455022	-102.535488	-8.53046632	-9.68984497
9.3	-8.66842126	-10.7285773	-1.2809797	-103.594495	-1.28098209	-103.594403	-8.65911539	-10.8358079
9.32	-8.80285983	-11.8804485	-1.25728025	-104.660793	-1.25728451	-104.66068	-8.79368008	-11.9924391
9.34	-8.94350296	-13.0431183	-1.23348533	-105.734569	-1.23349107	-105.734434	-8.93445325	-13.1600961
9.36	-9.09066472	-14.2169447	-1.20962957	-106.815932	-1.20963638	-106.815777	-9.08174902	-14.3391596
9.38	-9.24468251	-15.4023096	-1.18574857	-107.904987	-1.18575605	-107.904812	-9.23590497	-15.5300366
9.4	-9.40591949	-16.5996228	-1.16187891	-109.001832	-1.16188669	-109.001637	-9.39728449	-16.7331652
9.42	-9.5747673	-17.8093267	-1.13805819	-110.106558	-1.13806589	-110.106344	-9.56627953	-17.9490195
9.44	-9.75164921	-19.0319018	-1.11432494	-111.21925	-1.11433222	-111.219018	-9.74331374	-19.1781153
9.46	-9.93702363	-20.2678735	-1.09071869	-112.339985	-1.09072522	-112.339737	-9.92884603	-20.4210181
9.48	-10.1313883	-21.51782	-1.06727988	-113.468835	-1.06728537	-113.468573	-10.1233748	-21.6783507
9.5	-10.335285	-22.7823821	-1.0440499	-114.605863	-1.0440541	-114.605588	-10.3274424	-22.9508048
9.52	-10.5493051	-24.0622748	-1.02107107	-115.751122	-1.02107375	-115.750838	-10.5416413	-24.2391527
9.54	-10.774096	-25.3583016	-0.998386596	-116.904661	-0.998387582	-116.904369	-10.7666198	-25.544263
9.56	-11.0103689	-26.6713717	-0.976040584	-118.066517	-0.976039745	-118.06622	-11.0030902	-26.8671194
9.58	-11.2589073	-28.0025213	-0.954078	-119.236719	-0.954075253	-119.236419	-11.2518375	-28.2088431
9.6	-11.5205778	-29.3529399	-0.932544657	-120.415286	-0.932539968	-120.414987	-11.5137299	-29.5707217
9.62	-11.7963429	-30.724003	-0.91148719	-121.602228	-0.911480573	-121.601932	-11.7897315	-30.9542439
9.64	-12.0872759	-32.1173128	-0.890953024	-122.797545	-0.890944545	-122.797254	-12.0809175	-32.3611436
9.66	-12.3945787	-33.5347497	-0.870990348	-124.001224	-0.870980119	-124.000941	-12.3884919	-33.7934552
9.68	-12.7196047	-34.978538	-0.851648076	-125.213244	-0.851636256	-125.212971	-12.7138103	-35.2535844
9.7	-13.0638852	-36.4513299	-0.832975809	-126.43357	-0.832962603	-126.433309	-13.0584061	-36.7443986
9.72	-13.4291632	-37.9563147	-0.815023788	-127.662155	-0.815009441	-127.661908	-13.4240243	-38.2693443
9.74	-13.8174342	-39.4973619	-0.797842844	-128.89894	-0.797827638	-128.89871	-13.8126623	-39.8326014
9.76	-14.2309992	-41.0792118	-0.781484342	-130.143853	-0.781468591	-130.14364	-14.2266219	-41.4392882
9.78	-14.6725297	-42.7077314	-0.766000116	-131.396807	-0.76598416	-131.396614	-14.6685743	-43.0957366
9.8	-15.1451528	-44.3902651	-0.751442395	-132.657703	-0.751426596	-132.657529	-15.1416439	-44.8098697
9.82	-15.6525599	-46.1361211	-0.737863727	-133.926425	-0.737848461	-133.926271	-15.6495155	-46.5917249
9.84	-16.1991504	-47.9572613	-0.725316891	-135.202843	-0.72530254	-135.202709	-16.1965751	-48.4541959
9.86	-16.7902212	-49.8692975	-0.713854795	-136.48681	-0.713841745	-136.486697	-16.7880953	-50.4141024
9.88	-17.432222	-51.8929657	-0.703530378	-137.778164	-0.703519005	-137.778071	-17.4304826	-52.4937736
